68;AngleDBinderswithLockingRings,LabelHolders;Ralph Knight;6980;-77.28;7.3;7.72;Nunavut;Binders and Binder Accessories;0.38
69;80MinuteCDRSpindle,100PackStaples;Dorothy Wardle;6982;407.44;39.48;1.99;Nunavut;Computer Peripherals;0.54
70;BushWestfieldCollectionBookcases,DarkCherryFinish,FullyAssembled;Dorothy Wardle;6982;-338.27;100.98;57.38;Nunavut;Bookcases;0.78
71;1212DiameterRoundWallClock;Dorothy Wardle;6982;52.56;19.98;10.49;Nunavut;Office Furnishings;0.49
72;SAFCOArcoFoldingChair;Grant Carroll;7110;1902.24;276.2;24.49;Nunavut;Chairs  Chairmats;nan
73;10WhiteBusinessEnvelopes,418x912;Barry Weirich;7430;353.2;15.67;1.39;Nunavut;Envelopes;0.38
74;3MOfficeAirCleaner;Beth Paige;7906;271.78;25.98;5.37;Nunavut;Appliances;0.5
75;GlobalLeatherandOakExecutiveChair,Black;Sylvia Foulston;8391;-268.36;300.98;64.73;Nunavut;Chairs  Chairmats;0.56
76;Xerox1936;Nicole Hansen;8419;70.39;19.98;5.97;Nunavut;Paper;0.38
77;Xerox214;Nicole Hansen;8419;-86.62;6.48;7.03;Nunavut;Paper;0.37
78;CarinaDoubleWideMediaStorageTowersinNaturalBlack;Nicole Hansen;8833;-846.73;80.98;35.0;Nunavut;Storage  Organization;0.81
79;StaplesGeneralUse3RingBinders;Beth Paige;8995;8.05;1.88;1.49;Nunavut;Binders and Binder Accessories;0.37
80;Xerox1904;Beth Paige;8995;-78.02;6.48;5.86;Northwest Territories;Paper;0.36
81;LuxoProfessionalCombinationClampOnLamps;Beth Paige;8995;737.94;102.3;21.26;Northwest Territories;Office Furnishings;0.59
82;Xerox217;Beth Paige;8995;-191.28;6.48;8.19;Northwest Territories;Paper;0.37
83;RevereBoxedRubberBandsbyRevere;Beth Paige;8995;-21.49;1.89;0.76;Northwest Territories;Rubber Bands;0.83
84;AccoSmartsocketTableSurgeProtector,6ColorCodedAdapterOutlets;Sylvia Foulston;9126;884.08;62.05;3.99;Northwest Territories;Appliances;0.55
85;TennscoSnapTogetherOpenShelvingUnits,StarterSetsandAddOnUnits;Bryan Davis;9127;-329.49;279.48;35.0;Northwest Territories;Storage  Organization;0.8
86;Hon4070SeriesPagodaRoundBackStackingChairs;Joy Bell;9509;2825.15;320.98;58.95;Northwest Territories;Chairs  Chairmats;0.57
87;Xerox1887;Joy Bell;9509;2.13;18.97;5.21;Northwest Territories;Paper;0.37
88;Xerox1891;Joy Bell;9509;707.15;48.91;5.81;Northwest Territories;Paper;0.38
89;Avery506;Alan Barnes;9763;75.13;4.13;0.5;Northwest Territories;Labels;0.39
90;BushHeritagePineCollection5ShelfBookcase,AlbanyPineFinish,SpecialOrder;Grant Carroll;9927;-270.63;140.98;53.48;Northwest Territories;Bookcases;0.65
91;LifetimeAdvantageFoldingChairs,4Carton;Grant Carroll;9927;3387.35;218.08;18.06;Northwest Territories;Chairs  Chairmats;0.57
92;MicrosoftNaturalMultimediaKeyboard;Grant Carroll;9927;-82.16;50.98;6.5;Northwest Territories;Computer Peripherals;0.73
93;StaplesWireboundStenoBooks,6x9,12Pack;Delfina Latchford;10022;-3.88;10.14;2.27;Northwest Territories;Paper;0.36
94;GBCPrePunchedBindingPaper,Plastic,White,812x11;Don Jones;10437;-191.22;15.99;13.18;Northwest Territories;Binders and Binder Accessories;0.37
95;BevisBoatShapedConferenceTable;Doug Bickford;10499;31.21;262.11;62.74;Northwest Territories;Tables;0.75
96;Linden12WallClockWithOakFrame;Doug Bickford;10535;-44.14;33.98;19.99;Northwest Territories;Office Furnishings;0.55
97;Newell326;Doug Bickford;10535;-0.79;1.76;0.7;Northwest Territories;Pens  Art Supplies;0.56
98;PrismacolorColorPencilSet;Jamie Kunitz;10789;76.42;19.84;4.1;Northwest Territories;Pens  Art Supplies;0.44
99;XeroxBlankComputerPaper;Anthony Johnson;10791;93.36;19.98;5.77;Northwest Territories;Paper;0.38
100;600SeriesFlip;Ralph Knight;10945;4.22;95.99;8.99;Northwest Territories;Telephones and Communication;0.57
101;FellowesRecycledStorageDrawers;Allen Rosenblatt;11137;395.12;111.03;8.64;Northwest Territories;Storage  Organization;0.78
102;SatelliteSectionalPostBinders;Barry Weirich;11202;79.59;43.41;2.99;Northwest Territories;Binders and Binder Accessories;0.39
103;DeflectoDuraMatAntistaticStuddedBeveledMatforMediumPileCarpeting;Doug Bickford;11456;399.37;105.34;24.49;Northwest Territories;Office Furnishings;0.61
104;Avery487;Carl Jackson;11460;37.79;3.69;0.5;Northwest Territories;Labels;0.38
105;BevisRoundConferenceTableTopSingleColumnBase;Brendan Dodson;11495;-144.2;146.34;43.75;Northwest Territories;Tables;0.65
106;GBCTwinLoopWireBindingElements,916Spine,Black;Edward Hooks;11911;-14.75;15.22;9.73;Northwest Territories;Binders and Binder Accessories;0.36
107;HangingPersonalFolderFile;Jamie Kunitz;11941;-41.01;15.7;11.25;Northwest Territories;Storage  Organization;0.6
108;BevisRoundConferenceTableTop,XBase;Jamie Kunitz;11941;111.52;179.29;29.21;Northwest Territories;Tables;0.74
109;5125;Michelle Lonsdale;12096;2332.4;200.99;8.08;Northwest Territories;Telephones and Communication;0.59
110;ElectrixHalogenMagnifierLamp;Michelle Lonsdale;12096;2176.19;194.3;11.54;Northwest Territories;Office Furnishings;0.59
111;CanonBP1200DH12DigitBubbleJetPrintingCalculator;Brendan Dodson;12289;1269.05;120.97;7.11;Northwest Territories;Office Machines;0.36
112;FellowesBlackPlasticCombBindings;Hunter Glantz;12352;-32.82;5.81;8.49;Northwest Territories;Binders and Binder Accessories;0.39
113;PolycomViewStationAdapterH323VideoconferencingUnit;Sylvia Foulston;12419;5322.14;1938.02;13.99;Northwest Territories;Office Machines;0.38
114;HonGuestStackerChair;Eugene Barchas;12485;1068.48;226.67;28.16;Northwest Territories;Chairs  Chairmats;0.59
115;EldonWaveDeskAccessories;Jim Radford;12544;-129.01;2.08;5.33;Northwest Territories;Office Furnishings;0.43
116;SharpAL1530CSDigitalCopier;Carlos Soltero;12704;1260.51;499.99;24.49;Northwest Territories;Copiers and Fax;0.36
117;TennscoLockers,Gray;Carlos Soltero;12704;-1274.02;20.98;53.03;Northwest Territories;Storage  Organization;0.78
118;Avery4027FileFolderLabelsforDotMatrixPrinters,5000LabelsperBox,White;Carlos Soltero;12771;-193.44;30.53;19.99;Northwest Territories;Labels;0.39
119;Newell323;Carlos Soltero;12771;-43.1;1.68;1.57;Northwest Territories;Pens  Art Supplies;0.59
120;GlobalEnterpriseSeriesSeatingHighBackSwivelTiltChairs;Jim Radford;12929;-158.93;270.98;50.0;Northwest Territories;Chairs  Chairmats;0.77
121;SpiralPhoneMessageBookswithLabelsbyAdams;Jim Radford;12929;29.68;4.48;1.22;Northwest Territories;Paper;0.36
122;CrateAFiles;Grant Carroll;13280;-116.76;10.9;7.46;Northwest Territories;Storage  Organization;0.59
123;BellSonecorJB700CallerID;Grant Carroll;13280;-160.95;7.99;5.03;Northwest Territories;Telephones and Communication;0.6
124;Holmes99HEPAAirPurifier;Skye Norling;13313;-209.61;21.66;13.99;Northwest Territories;Appliances;0.52
125;Xerox224;Doug Bickford;13346;-240.83;6.48;8.88;Northwest Territories;Paper;0.37
126;Xerox1906;Grant Carroll;13702;12.32;35.44;7.5;Northwest Territories;Paper;0.38
127;GBCPrePunchedBindingPaper,Plastic,White,812x11;Muhammed MacIntyre;13795;-119.08;15.99;13.18;Northwest Territories;Binders and Binder Accessories;0.37
128;Xerox188;Muhammed MacIntyre;13795;43.35;11.34;5.01;Northwest Territories;Paper;0.36
129;Xerox1932;Muhammed MacIntyre;13795;545.49;35.44;5.09;Northwest Territories;Paper;0.38
130;GBCLinenBindingCovers;Doug Bickford;14116;-16.07;30.98;11.63;Northwest Territories;Binders and Binder Accessories;0.37
131;GBCRecycledGrainTexturedCovers;Doug Bickford;14116;161.48;34.54;14.72;Northwest Territories;Binders and Binder Accessories;0.37
132;SauderFacetsCollectionLibrary,SkyAlderFinish;Beth Thompson;14372;-1059.2;170.98;60.49;Northwest Territories;Bookcases;0.69
133;FellowesBasic104KeyKeyboard,Platinum;Ralph Knight;14726;-21.48;20.95;4.0;Northwest Territories;Computer Peripherals;0.6
134;Kensington7OutletMasterPiecePowerCenterwithFaxPhoneLineProtection;Carl Jackson;14819;3122.78;207.48;0.99;Northwest Territories;Appliances;0.55
135;OSullivan3ShelfHeavyDutyBookcases;Carl Jackson;14819;-478.22;58.14;36.61;Northwest Territories;Bookcases;0.61
136;G.E.LongerLifeIndoorRecessedFloodlightBulbs;Dorothy Badders;15106;-14.23;6.64;4.95;Northwest Territories;Office Furnishings;0.37
137;PanasonicKXP1150DotMatrixPrinter;Dorothy Badders;15106;948.79;145.45;17.85;Northwest Territories;Office Machines;0.56
138;Newell327;Dorothy Badders;15106;-6.33;2.21;1.12;Northwest Territories;Pens  Art Supplies;0.58
139;Xerox1893;Delfina Latchford;15108;372.36;40.99;17.48;Northwest Territories;Paper;0.36
140;HonDeluxeFabricUpholsteredStackingChairs,RoundedBack;Julia West;15205;678.26;243.98;43.32;Northwest Territories;Chairs  Chairmats;0.55
141;EldonRadialChairMatforLowtoMediumPileCarpets;Julia West;15205;155.72;39.98;9.2;Northwest Territories;Office Furnishings;0.65
142;DAXCopperPanelDocumentFrame,5x7Size;Brad Eason;15591;73.53;12.58;5.16;Northwest Territories;Office Furnishings;0.43
143;OSullivan2ShelfHeavyDutyBookcases;Thomas Seio;15907;-1414.41;48.58;54.11;Northwest Territories;Bookcases;0.69
144;Tenex46x60ComputerAntiStaticChairmat,RectangularShaped;Thomas Seio;15907;950.68;105.98;13.99;Northwest Territories;Office Furnishings;0.65
145;WireboundMessageBooks,278x5,3FormsperPage;Thomas Seio;15907;-5.41;7.04;2.17;Northwest Territories;Paper;0.38
146;MemorexSlim80MinuteCDR,10Pack;Monica Federle;15937;74.07;9.78;1.99;Northwest Territories;Computer Peripherals;0.43
147;AluminumDocumentFrame;Monica Federle;15937;77.38;12.22;2.85;Northwest Territories;Office Furnishings;0.55
148;Memorex80MinuteCDRSpindle,100Pack;Michelle Lonsdale;16039;-118.82;43.98;1.99;Northwest Territories;Computer Peripherals;0.44
149;MultiUsePersonalFileCartandCasterSet,ThreeStackingBins;Frank Price;16193;6.41;34.76;8.22;Northwest Territories;Storage  Organization;0.57
150;Accessory36;Frank Price;16193;-183.68;55.99;5.0;Northwest Territories;Telephones and Communication;0.83
151;Xerox20;Bryan Davis;16423;-55.13;6.48;6.57;Northwest Territories;Paper;0.37
152;SurelockPostBinders;Don Jones;16451;58.23;30.56;2.99;Northwest Territories;Binders and Binder Accessories;0.35
153;ColorificWatercolorPencils;Carlos Soltero;16545;4.45;5.16;0.73;Northwest Territories;Pens  Art Supplies;0.56
154;StaplesvLetterOpeners,2Pack;Carlos Soltero;16545;-3.06;3.68;1.32;Northwest Territories;Scissors, Rulers and Trimmers;0.83
155;Hon4700SeriesMobuisMidBackTaskChairswithAdjustableArms;Nicole Hansen;16547;1240.25;355.98;58.92;Northwest Territories;Chairs  Chairmats;0.64
156;BoxOfficeByDesignRectangularandHalfMoonMeetingRoomTables;Nicole Hansen;16547;-533.23;218.75;69.64;Northwest Territories;Tables;0.77
157;EldonEconocleatChairMatsforLowPileCarpets;Beth Thompson;16706;-1003.58;41.47;34.2;Northwest Territories;Office Furnishings;0.73
158;PrangDrawingPencilSet;Beth Thompson;16706;-4.06;2.78;1.2;Northwest Territories;Pens  Art Supplies;0.58
159;T39m;Beth Thompson;16706;1881.58;155.99;3.9;Northwest Territories;Telephones and Communication;0.55
160;Xerox1982;Nicole Hansen;16741;-42.38;22.84;16.87;Northwest Territories;Paper;0.39
161;Xerox1924;Carlos Soltero;16932;-120.99;5.78;8.09;Northwest Territories;Paper;0.36
162;TurquoiseLeadHolderwithPocketClip;Carlos Soltero;16932;12.88;6.7;1.56;Northwest Territories;Pens  Art Supplies;0.52
163;OkidataML395CColorDotMatrixPrinter;Dorothy Badders;17283;-2816.34;1360.14;14.7;Northwest Territories;Office Machines;0.59
164;GlobalEnterpriseSeriesSeatingHighBackSwivelTiltChairs;Muhammed MacIntyre;17286;-541.87;270.98;50.0;Northwest Territories;Chairs  Chairmats;0.77
165;MicrosoftInternetKeyboard;Muhammed MacIntyre;17409;-158.87;20.97;6.5;Northwest Territories;Computer Peripherals;0.78
166;Xerox1982;Don Miller;17764;-97.28;22.84;16.87;Northwest Territories;Paper;0.39
167;GlobalErgonomicManagersChair;Sylvia Foulston;18080;-80.83;180.98;26.2;Northwest Territories;Chairs  Chairmats;0.59
168;OfficeStarContemporaryTaskSwivelchairwith2wayadjustablearms,Plum;Becky Castell;18113;-514.32;130.98;30.0;Northwest Territories;Chairs  Chairmats;0.78
169;Xerox1971;Dorothy Wardle;18144;-131.82;4.28;5.17;Northwest Territories;Paper;0.4
170;EldonPortableMobileManager;Dorothy Wardle;18144;-65.42;28.28;13.99;Northwest Territories;Storage  Organization;0.58
171;Accessory6;Dorothy Wardle;18144;-250.17;55.99;5.0;Northwest Territories;Telephones and Communication;0.8
172;DurablePressboardBinders;Ann Chong;18308;15.73;3.8;1.49;Northwest Territories;Binders and Binder Accessories;0.38
173;Fellowes17keykeypadforPS2interface;Ann Chong;18308;-92.58;30.73;4.0;Northwest Territories;Computer Peripherals;0.75
174;StarTACST7762;Ann Chong;18308;1465.87;125.99;8.08;Northwest Territories;Telephones and Communication;0.57
175;Accessory21;Clay Rozendal;18887;18.23;20.99;0.99;Northwest Territories;Telephones and Communication;0.37
176;FellowesPB500ElectricPunchPlasticCombBindingMachinewithManualBind;Grant Carroll;19010;10951.31;1270.99;19.99;Northwest Territories;Binders and Binder Accessories;0.35
177;Staples6OutletSurge;Brendan Dodson;19078;-18.19;11.97;4.98;Northwest Territories;Appliances;0.58
178;RecycledEldonRegenerationJumboFile;Carlos Daly;19138;-31.45;12.28;6.13;Northwest Territories;Storage  Organization;0.57
179;VerbatimDVDR4.7GBauthoringdisc;Alan Barnes;19655;304.42;39.24;1.99;Northwest Territories;Computer Peripherals;0.51
180;CanonP1DHIIIPalmPrintingCalculator;Alan Barnes;19686;-53.08;17.98;8.51;Northwest Territories;Office Machines;0.4
181;GBCBindingcovers;Alan Barnes;19686;12.76;12.95;4.98;Northwest Territories;Binders and Binder Accessories;0.4
182;Newell323;Nicole Hansen;20007;-46.25;1.68;1.57;Northwest Territories;Pens  Art Supplies;0.59
183;GlobalStackChairwithoutArms,Black;Cari Schnelling;20071;-190.41;25.98;14.36;Northwest Territories;Chairs  Chairmats;0.6
184;SpeedisetCarbonlessRediLetter7x812;Chad Cunningham;20160;174.89;10.31;1.79;Northwest Territories;Paper;0.38
185;GBCRecycledRegencyCompositionCovers;Bryan Mills;20263;72.51;59.78;10.29;Northwest Territories;Binders and Binder Accessories;0.39
186;Accessory29;Bryan Mills;20263;-76.86;20.99;1.25;Northwest Territories;Telephones and Communication;0.83
187;Newell323;Adrian Hane;21285;-30.54;1.68;1.57;Northwest Territories;Pens  Art Supplies;0.59
188;SANFORDMajorAccentHighlighters;Adrian Hane;21285;23.82;7.08;2.35;Northwest Territories;Pens  Art Supplies;0.47
189;PolycomViaVideoDesktopVideoCommunicationsUnit;Rick Reed;21383;7416.43;574.74;24.49;Northwest Territories;Office Machines;0.37
190;DixonTiconderogaCoreLockColoredPencils,48ColorSet;Heather Kirkland;21607;54.92;36.55;13.89;Northwest Territories;Pens  Art Supplies;0.41
191;Accessory24;Fred Wasserman;21636;366.51;55.99;3.3;Northwest Territories;Telephones and Communication;0.59
192;HowardMiller1334DiameterBrushedChromeRoundWallClock;Becky Castell;21889;135.79;51.75;19.99;Northwest Territories;Office Furnishings;0.55
193;RecycledSteelPersonalFileforStandardFileFolders;Becky Castell;21889;103.38;55.29;5.08;Northwest Territories;Storage  Organization;0.59
194;EldonExpressionsDeskAccessory,WoodPencilHolder,Oak;Beth Thompson;22151;-79.72;9.65;6.22;Northwest Territories;Office Furnishings;0.55
195;Accessory39;Claudia Miner;22342;-92.96;20.99;3.3;Northwest Territories;Telephones and Communication;0.81
196;BellSonecorJB700CallerID;Jack Lebron;22469;-162.37;7.99;5.03;Northwest Territories;Telephones and Communication;0.6
197;10418x912SecurityTintEnvelopes;Alan Barnes;22501;7.27;7.64;1.39;Northwest Territories;Envelopes;0.36
198;GBCStandardPlasticBindingSystemsCombs;Carlos Soltero;22532;-11.8;8.85;5.6;Northwest Territories;Binders and Binder Accessories;0.36
199;Xerox1930;Clay Rozendal;23264;-50.82;6.48;6.81;Northwest Territories;Paper;0.36
200;Avery474;Clay Rozendal;23264;17.99;2.88;0.99;Northwest Territories;Labels;0.36
201;RiversidePalaisRoyalLawyersBookcase,RoyaleCherryFinish;Julia West;23488;-11053.6;880.98;44.55;Northwest Territories;Bookcases;0.62
202;HewlettPackardDeskjet6122ColorInkjetPrinter;Alan Barnes;23584;636.18;200.97;15.59;Northwest Territories;Office Machines;0.36
203;IBM80MinuteCDRSpindle,50Pack;Joy Bell;24007;135.65;20.89;1.99;Northwest Territories;Computer Peripherals;0.48
204;PeelSeelRecycledCatalogEnvelopes,Brown;Joy Bell;24007;-13.95;11.58;6.97;Northwest Territories;Envelopes;0.35
205;Avery506;Joy Bell;24007;66.17;4.13;0.5;Northwest Territories;Labels;0.39
206;PrangDrawingPencilSet;Jack Lebron;24038;-0.95;2.78;1.34;Northwest Territories;Pens  Art Supplies;0.45
207;TDK4.7GBDVDRW;Anthony Johnson;24097;-35.34;14.48;1.99;Northwest Territories;Computer Peripherals;0.49
208;U.S.Robotics56KInternetCallModem;Anthony Johnson;24097;399.93;99.99;19.99;Northwest Territories;Computer Peripherals;0.5
209;Xerox190;Anthony Johnson;24097;-8.15;4.98;4.86;Northwest Territories;Paper;0.38
210;StandardLineWhileYouWereOutHardboundTelephoneMessageBook;Eugene Barchas;24128;7.07;21.98;8.32;Northwest Territories;Paper;0.39
211;CF888;Eugene Barchas;24128;1459.79;195.99;3.99;Northwest Territories;Telephones and Communication;0.59
212;HewlettPackardDeskjet6122ColorInkjetPrinter;Thomas Seio;24294;1951.3;200.97;15.59;Northwest Territories;Office Machines;0.36
213;DanaHalogenSwingArmArchitectLamp;Bryan Mills;24387;51.9;40.97;14.45;Northwest Territories;Office Furnishings;0.57
214;SAFCOPlanMasterHeighAdjustableDraftingTableBase,43wx30dx3037h,Black;Bryan Mills;24387;1418.36;349.45;60.0;Northwest Territories;Tables;nan
215;LexmarkZ25ColorInkjetPrinter;Eugene Barchas;24515;121.48;80.97;33.6;Northwest Territories;Office Machines;0.37
216;HonMultipurposeStackingArmChairs;Sylvia Foulston;24743;176.67;216.6;64.2;Northwest Territories;Chairs  Chairmats;0.59
217;HonOlsonStackerStools;Sylvia Foulston;24743;753.61;140.81;24.49;Northwest Territories;Chairs  Chairmats;0.57
218;ExecutiveImpressions14TwoColorNumeralsWallClock;Carl Ludwig;24871;75.3;22.72;8.99;Northwest Territories;Office Furnishings;0.44
219;1212DiameterRoundWallClock;Julia West;25318;-65.18;19.98;10.49;Northwest Territories;Office Furnishings;0.49
220;EpsonDFX5000DotMatrixPrinter;Don Jones;25377;-3755.03;1500.97;29.7;Northwest Territories;Office Machines;0.57
221;FellowesBasic104KeyKeyboard,Platinum;Mike Pelletier;25634;28.99;20.95;4.0;Northwest Territories;Computer Peripherals;0.6
222;RecycledInterofficeEnvelopeswithStringandButtonClosure,10x13;Mike Pelletier;25634;185.32;23.99;6.71;Northwest Territories;Envelopes;0.35
